istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"76039",Lagonegro,15.76315029,40.12254692,"236","1469","1",Alta,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"17076044",Maratea,1998/06/02 00:00:00, ,"1956",V. Proto,2269.22585074,{85D10705-1111-4CF4-8A14-94A2FE7B5AF4},,2278.16218569695,11527.564471127
"76040",Latronico,16.00906565,40.08856189,"1591","1472","1",Alta,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"17076044",Maratea,1998/06/02 00:00:00, ,"1959",V. Proto,1702.12904603,{BF4F1BD4-0792-48DF-A74B-9AAC9428082E},,1708.98609600652,26498.1573462824
"76041",Laurenzana,15.97216645,40.45946607,"15802","15668","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,142.52350885,{128AC5F4-01D2-4B43-AE57-7ECFA53AA5C7},,143.08008545644,51133.7001048286
"76042",Lauria,15.83691374,40.04728639,"19410","19247","2",Opere Portuali, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"17076044",Maratea,1998/06/02 00:00:00, ,"1959",V. Proto,2883.60982842,{9A7C9676-6866-42E4-97A2-D03B38CCE8B3},,2895.14768661309,11634.4560497872
"76043",Lavello,15.80105357,41.04995683,"34819","34762","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16071030",Manfredonia,1998/05/26 00:00:00, ,"1957",G. Montrone,571.89493524,{DE7DEC9F-8542-402F-87F2-6E6DFF2E5493},,574.29796599778,44519.7955550615
"76044",Maratea,15.72462363,39.99577652,"19410","19247","2",Opere Portuali, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"17076044",Maratea,1998/06/02 00:00:00, ,"1959",V. Proto,2883.60982842,{9A7C9676-6866-42E4-97A2-D03B38CCE8B3},,2895.14768661309,435.451466116866
"76045",Marsico Nuovo,15.73422735,40.41920065,"21803","21802","2",Opere di difesa costiera-Pennelli ortogonali emersi, , ,"0",,"2005",8.24139977,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,12.24565048,{FFC0427C-DAF0-4B52-8F18-8B9CF37588FF},,12.2934400171217,38564.3221542649
"76046",Marsicovetere,15.82637958,40.37461443,"9542","9665","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,481.83,6741.25,18.99,"35","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,341.4813942,{2D2B56F8-2384-4EA0-944E-0207200E220A},,342.81406319346,36623.2979913996
"76047",Maschito,15.83142626,40.90673081,"19861","19787","2",Opere Portuali, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Ottima, ,"16071030",Manfredonia,1999/05/15 00:00:00, ,"1957",G. Montrone,3736.2883179,{8244072F-9ADD-4018-9A98-32C0CA6C035A},,3752.25529461248,57717.8791716988
"76048",Melfi,15.65291477,40.99443652,"33745","33793","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16071064",Manfredonia,1998/05/26 00:00:00, ,"1957",G. Montrone,33.13919203,{58B27323-E068-420E-AF79-27B94DB31327},,33.2762717012608,55732.6796945316
