istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"82012",Bompietro,14.09952174,37.74708402,"1687","1579","1",Alta,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082059",S.Stefano di Camastra,1998/04/04 00:00:00, ,"1968",R. Francioso,1167.90931486,{1BD7FE8E-7755-49AA-82EC-ABC2C41B0E30},,1170.71893842703,28763.5752542403
"82013",Borgetto,13.1427413,38.04642071,"10250","10131","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,1002.98,14027.55,18.99,"36","0",Nessuna,Nessuna,Ottima, ,"19082071",Castellammare del Golfo,1998/04/03 00:00:00, ,"1970",R. Francioso,547.27067945,{79A33090-C4D7-40E1-9DDE-76C4C48AB519},,547.940478671951,6322.8769524898
"82014",Caccamo,13.6635321,37.93179987,"33207","33109","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082070",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,10.97720062,{8798040A-D5A6-42F0-96B1-65E7A0DDD87E},,10.9985430604309,5482.57532957284
"82015",Caltavuturo,13.89007124,37.82030861,"33199","33101","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082017",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,26.65084512,{38CD934B-9020-4EFE-94C9-1BD8C0E56086},,26.7063525250824,17486.3804856539
"82016",Campofelice di Fitalia,13.48457087,37.82621584,"14698","14597","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082073",Termini Imerese,1998/04/04 00:00:00, ,"1970",R. Francioso,111.01982609,{392C2D83-2C5B-4E3C-88D6-BCFC830805FF},,111.225046090436,22797.1330259167
"82017",Campofelice di Roccella,13.88584537,37.9920103,"7859","7738","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,14980.55,771901.9,56.53,"140","0",Nessuna,Nessuna,Non verificato, ,"19082017",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,3671.11012507,{EC08DEDA-B6E3-47C6-9ADF-84F25BA2486B},,3678.91053955689,0
"82018",Campofiorito,13.26918551,37.75326228,"14985","14824","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19084041",Porto Empedocle,1998/04/03 00:00:00, ,"1969",R. Francioso,367.58769381,{51C9DC75-0333-4252-9602-A2784FFBF324},,368.078332021593,29249.0011179673
"82019",Camporeale,13.09530579,37.89700076,"35095","35059","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082007",Castellammare del Golfo,1999/05/01 00:00:00, ,"1970",R. Francioso,679.18471175,{19C1E8F1-245C-448F-AC03-383FCD44DAB9},,679.942931112797,17382.4314575981
"82020",Capaci,13.23935186,38.17083872,"10607","10665","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,2161.84,45626.76,26.11,"36","0",Nessuna,Nessuna,Non verificato, ,"19082020",Carini,1998/04/03 00:00:00, ,"1970",R. Francioso,1157.300885,{FD52D47E-6A04-4B66-9208-52DA45A6970B},,1158.91909521508,430.507391444739
"82021",Carini,13.18240939,38.1331909,"10613","10671","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,2187.35,40919.17,23.71,"40","0",Nessuna,Nessuna,Mediocre, ,"19082021",Carini,1998/04/03 00:00:00, ,"1970",R. Francioso,1391.21284366,{010E65E2-7EA5-4CE0-98C1-D25EF16E1AB2},,1393.07844482301,2957.72107194372
"82022",Castelbuono,14.08825699,37.93384847,"1687","1579","1",Alta,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082059",S.Stefano di Camastra,1998/04/04 00:00:00, ,"1968",R. Francioso,1167.90931486,{1BD7FE8E-7755-49AA-82EC-ABC2C41B0E30},,1170.71893842703,8132.83776758273
"82023",Casteldaccia,13.53252086,38.05536784,"5845","5764","1",Bassa,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082023",Termini Imerese,1998/04/03 00:00:00, ,"1970",R. Francioso,83.26757625,{6B9F0A98-871D-443D-B0C9-0C0FD3D8F119},,83.4133552590866,0
"82024",Castellana Sicula,14.0440936,37.78176388,"11039","10945","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,2878.35,98969.38,39.38,"64","0",Nessuna,Nessuna,Non verificato, ,"19082027",S.Stefano di Camastra,1998/04/04 00:00:00, ,"1968",R. Francioso,2181.65540713,{2F4CB1DF-8BB2-4041-8595-9FB879173CDA},,2186.80377199773,25389.9871362273
"82025",Castronovo di Sicilia,13.6037351,37.67842244,"22773","22676","2",Opere di difesa costiera-Radente a gettata, , ,"0",,"0",158.5967639,"0","0","0",Si,Avanzamento,1983.43,71028.4914939,40.81,"112","0",Nessuna,Nessuna,Non verificato, ,"19082070",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,158.28773645,{71976D4A-9D69-4E47-BCB7-1645801B0C96},,158.596630708511,33565.8006784116
"82026",Cefalà Diana,13.46371561,37.9154063,"35089","35053","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082004",Termini Imerese,1998/04/04 00:00:00, ,"1970",R. Francioso,520.33379709,{A1B5CD54-5B99-4ECB-86DB-B1ECBB339CEA},,521.260395821542,15200.5928254331
